F_PRO_1,F_PRO_2,F_PRO_3,F_PRO_4,F_PRO_5,F_PRO_6,F_PRO_7,F_PRO_8,F_PRO_9,F_PRO_10,F_PRO_11,F_PRO_12,F_PRO_13,F_PRO_14,F_PRO_15,F_PRO_16,F_PRO_17,F_PRO_18,F_PRO_19,F_PRO_20,F_PRO_21,F_PRO_22,F_PRO_23,F_PRO_24,F_PRO_25,F_PRO_26,F_PRO_27,F_PRO_28,F_PRO_29,F_PRO_30,F_PRO_31,F_PRO_32,F_PRO_33,F_PRO_34,F_PRO_35,F_PRO_36,F_PRO_37,F_PRO_38,F_PRO_39,F_PRO_40,F_PRO_41,F_PRO_42,F_PRO_43,F_PRO_44,F_PRO_45,F_PRO_46,F_PRO_47,F_PRO_48,F_PRO_49,F_PRO_50,F_PRO_51,F_PRO_52,F_PRO_53,F_PRO_54,F_PRO_55,F_PRO_56,F_PRO_57,F_PRO_58,F_PRO_59,F_PRO_60,F_PRO_61,F_PRO_62,F_PRO_63,F_PRO_64,F_PRO_65,F_PRO_66,F_PRO_67,F_PRO_68,F_PRO_69,F_PRO_70,F_PRO_71,F_PRO_72,F_PRO_73,F_PRO_74,F_PRO_75,F_PRO_76,F_PRO_77,F_PRO_78,F_PRO_79,F_PRO_80,F_PRO_81,F_PRO_82,F_PRO_83,F_PRO_84,F_PRO_85,F_PRO_86,F_PRO_87,F_PRO_88,F_PRO_89,F_PRO_90,F_PRO_91,F_PRO_92,F_PRO_93,F_PRO_94,F_PRO_95,F_PRO_96,F_PRO_97,F_PRO_98,F_PRO_99,F_PRO_100,F_PRO_101
-0.0069332,-0.014692,-0.028166,-0.049316,-0.076889,-0.10586,-0.12982,-0.14393,-0.1455,-0.13542,-0.11689,-0.093163,-0.066446,-0.037989,-0.0096827,0.015497,0.035035,0.048957,0.058302,0.062978,0.062761,0.058269,0.051016,0.042984,0.035853,0.030575,0.027419,0.026121,0.026189,0.027378,0.02938,0.03195,0.034697,0.037193,0.038985,0.039638,0.039007,0.037127,0.034126,0.030238,0.025692,0.020632,0.015322,0.010024,0.0050183,0.00057577,-0.0031164,-0.005889,-0.0078194,-0.009099,-0.0099379,-0.010497,-0.010917,-0.011259,-0.011644,-0.012224,-0.012989,-0.013805,-0.014415,-0.014538,-0.013903,-0.012306,-0.0096134,-0.0058357,-0.0012776,0.0036385,0.0084464,0.012719,0.016177,0.018656,0.020091,0.020576,0.020284,0.019265,0.017526,0.01507,0.011991,0.0083933,0.0043814,-6.7376e-05,-0.0049535,-0.010192,-0.015696,-0.021235,-0.026576,-0.031421,-0.035548,-0.038784,-0.041065,-0.04239,-0.042911,-0.042621,-0.041472,-0.039156,-0.035648,-0.031279,-0.026173,-0.02051,-0.014234,-0.0082145,-0.003504
