F_PRO_1,F_PRO_2,F_PRO_3,F_PRO_4,F_PRO_5,F_PRO_6,F_PRO_7,F_PRO_8,F_PRO_9,F_PRO_10,F_PRO_11,F_PRO_12,F_PRO_13,F_PRO_14,F_PRO_15,F_PRO_16,F_PRO_17,F_PRO_18,F_PRO_19,F_PRO_20,F_PRO_21,F_PRO_22,F_PRO_23,F_PRO_24,F_PRO_25,F_PRO_26,F_PRO_27,F_PRO_28,F_PRO_29,F_PRO_30,F_PRO_31,F_PRO_32,F_PRO_33,F_PRO_34,F_PRO_35,F_PRO_36,F_PRO_37,F_PRO_38,F_PRO_39,F_PRO_40,F_PRO_41,F_PRO_42,F_PRO_43,F_PRO_44,F_PRO_45,F_PRO_46,F_PRO_47,F_PRO_48,F_PRO_49,F_PRO_50,F_PRO_51,F_PRO_52,F_PRO_53,F_PRO_54,F_PRO_55,F_PRO_56,F_PRO_57,F_PRO_58,F_PRO_59,F_PRO_60,F_PRO_61,F_PRO_62,F_PRO_63,F_PRO_64,F_PRO_65,F_PRO_66,F_PRO_67,F_PRO_68,F_PRO_69,F_PRO_70,F_PRO_71,F_PRO_72,F_PRO_73,F_PRO_74,F_PRO_75,F_PRO_76,F_PRO_77,F_PRO_78,F_PRO_79,F_PRO_80,F_PRO_81,F_PRO_82,F_PRO_83,F_PRO_84,F_PRO_85,F_PRO_86,F_PRO_87,F_PRO_88,F_PRO_89,F_PRO_90,F_PRO_91,F_PRO_92,F_PRO_93,F_PRO_94,F_PRO_95,F_PRO_96,F_PRO_97,F_PRO_98,F_PRO_99,F_PRO_100,F_PRO_101
-0.0033026,-0.0091837,-0.01934,-0.034342,-0.052024,-0.068944,-0.082543,-0.091059,-0.093349,-0.088729,-0.077832,-0.062321,-0.044808,-0.027912,-0.013141,-0.00052524,0.010602,0.020586,0.029172,0.03562,0.03957,0.041096,0.040742,0.039142,0.036922,0.034445,0.031948,0.029597,0.027478,0.025722,0.024356,0.023363,0.022663,0.022099,0.021522,0.02082,0.019972,0.018988,0.017874,0.016614,0.015142,0.013365,0.011264,0.0088391,0.0061678,0.0033753,0.00061599,-0.0019407,-0.0042023,-0.0061432,-0.007779,-0.0091547,-0.010318,-0.011313,-0.012177,-0.01297,-0.013695,-0.014362,-0.014947,-0.015398,-0.015633,-0.015583,-0.015204,-0.014501,-0.013544,-0.012424,-0.011242,-0.010107,-0.0091288,-0.0084218,-0.0081181,-0.0082882,-0.0089509,-0.010052,-0.011436,-0.012911,-0.014266,-0.015315,-0.015915,-0.015988,-0.015563,-0.014691,-0.013503,-0.012191,-0.01098,-0.010143,-0.0098951,-0.010389,-0.01165,-0.013595,-0.016003,-0.018507,-0.020722,-0.022184,-0.022657,-0.021774,-0.019508,-0.016078,-0.012003,-0.0080119,-0.0046209
